title,lead,category,id_news
مارادونا:  ٢٣ گربه  وحشي ام را مي شناسم!,مارادونا در اين باره مي گويد: من نسبت به بازي هاي كم تداركاتي اي كه انجام داده ايم نگران نيستم چرا كه تمرين هاي ما، بازيكنان را به مرز آمادگي مي رساند و اين احتمال نيز وجود دارد كه در بازي هاي تداركاتي، بازيكنان كليدي ما مصدوم شوند.,ورزشی,102287
نخستين زن فاتح 14 قله بالاي 8 هزار متري سفير ورزش پارلمان اروپا شد,پاسابان امروز در كاخ نخست وزيري اسپانيا حاضر شد و آلبوم تصاوير سفر خود را با ساپاته رو مرور كرد و بر اساس وعده اي كه داده بود پاره اي از كمبودها و مشكلات فدراسيون كوهنوردي اين كشور را به وي منتقل كرد.,ورزشی,102288
یک ایرانی دیگر استاد بزرگ شطرنج شد,همايون توفيقي استاد بزرگ شطرنج گيلان پس از احسان قائم مقامي، مرتضي محجوب، الشن مرادي، شجاعت قانع و امير باقري، ششمين استاد بزرگ تاريخ شطرنج جمهوري اسلامي ايران و نخستين استاد بزرگ تاريخ شطرنج گيلان به شمار مي رود، كه با كسب اين درجه استاد بزرگي، گيلان بعد از تهران اولين استاني است كه صاحب استاد بزرگ شطرنج مي شود.,ورزشی,102289
پيروزي سنگین تیم فوتبال استقلال بر پرسپوليس + حواشی و واکنش‏ها,استقلال با اين پيروزي در دور بعد بايد با استيل آذين بازي كند. داوري اين ديدار بر عهده مهدي سيد علي بود. وي از پرسپوليس به مهرداد بايرامي كارت زرد داد و مصطفي باقري ها را از اين تيم در دقيقه 25 اخراج كرد.,ورزشی,102290
پايان بيست و دومين دوره ليگ برتر هندبال,بدين ترتيب تيم هاي دانشگاه صنعتي اروميه و دانشگاه آزاد به دسته پايين تر سقوط كردند و تيم هاي فولاد نوين اصفهان و پارسيان دو تيمي هستند كه در ليگ برتر جايگزين اين دو تيم مي شوند.,ورزشی,102291
بازرسي سازمان تربيت بدني از استقلال,مباشري درباره اين شايعه كه گفته مي شود به دليل شرايط پيش آمده در استقلال اين گروه بازرسي قفل درهاي باشگاه را تعويض كردند،  گفت: چنين چيزي صحت ندارد و آنها فقط به بررسي مسائل مختلف باشگاه مي پردازند و معمولا كارشان 20 روز طول مي كشد.,ورزشی,102292
تيم ملي فوتبال و فاصله با هواداران,عدم استقبال از ديدارهاي تيم ملي نتيجه همين رفتارهاي غيرمعمول و غيرمتعارف بوده است. جالب است كه در چنين فضايي مي بينيم بازيكنان تيم ملي براي عده اي بي شمار از مردم ناشناخته اند. تمرين هاي تيم ملي، گاهي در سكوت و خلوت ورزشگاه ها انجام مي شود و مدت هاست كه تيم ملي ما نمي تواند خاطره روزهاي خوش گذشته را تكرار كند. روزهايي كه مردم از تمرين هاي تيم ملي بسيار خوب استقبال مي كردند و متاسفانه مسوولان فدراسيون فوتبال توان تامين نيازهاي اوليه اين مردم را نداشتند.,ورزشی,102308
اعلام تاخیر دو روزه در آغاز تمرینات سپاهان، پس از ديدار قلعه نويي با سعيدلو,قلعه نويي به گفته خود و مسئولان باشگاه سپاهان براي تمديد قرارداد با اين تيم به توافق رسيده اما هنوز قراردادش در هيأت فوتبال استان اصفهان ثبت نشده است. اگر چه ساكت مديرعامل باشگاه سپاهان اعلام كرده بود تا پايان همين هفته قرارداد قلعه نويي ثبت مي شود ولي ملاقات امروز اين مربي با رئيس سازمان تربيت بدني بر ابهامات موجود افزوده است.,ورزشی,102309
پيروزي تيم هاي برزيل، اوکراين و پاراگوئه,این ديدارها ممکن است ضررهايي نيز براي آنها داشته باشد و از اين جمله مي توان به مصدوميتي که در جريان ديدار تيم ملي زيمباوه مقابل برزيل، گريبانگير ژوليو سزار، سنگربان زردپوشان شد اشاره کرد.,ورزشی,102310
تركيب تيم ملی تكواندو براي جام جهاني,در وزن اول در غياب بهزاد خداداد كه بار ديگر از دنياي قهرماني و حضور در تيم ملي كناره گيري كرده است ميثم باقري و ياسين اكبرنتاج انتخاب شدند.,ورزشی,102311
دنیزلی از بشیکتاش جدا شد؛ استیل آذین امیدوار به جذب مربی 7 میلیون دلاری,باشگاه استیل آذین تهران به شدت به دنبال استخدام این مربی ترکیه ای بوده است. کسی که خاطرات بسیار خوبی از همکاری بین او و مصطفی آجرلو مدیرعامل سابق باشگاه پاس وجود دارد.,ورزشی,102312
دستور جلسه  مجمع AFC در آفريقای جنوبي,مجمع يک روزه در گالاگر در آفريقاي جنوبي 18 خرداد 89 ، ساعت 11 به وقت محلي برگزار خواهد شد. برنامه جلسه شامل موارد زير است:,ورزشی,102313
کفاشیان اینجا، کفاشیان اونجا، کفاشیان همه جا,باید توجه داشت که این اظهارات و گفت و گوها در نوبت های مختلف و در حدفاصل صبح تا ظهر انجام شده و توانایی رئيس فدراسیون در جولان دادن در محافل خبری را متذکر می شود. در کشورهایی مثل آلمان رئيس فدارسیون سال تا سال مصاحبه نمی کند و اصولا شخصیت شناخته شده ای نیست اما رئيس فدراسیون فوتبال ایران آنقدر به رسانه ها عنایت دارد که خوراک همه آنها را تامین می کند.,ورزشی,102314
تقابل فوتسال ایران با برزیل و ژاپن در چین,تیم فوتسال امید کشورمان که هدایت آن را ژوراندیرو دوراتا برعهده دارد، روز شنبه با 14 بازیکن عازم کشور چین خواهد شد و 22 خرداد به ایران بازمی گردد.,ورزشی,102315
جوانان حامی احمدی نژاد از مشاور جوانی به کجا رسیدند؟ + تکذیبیه,بعدها هر چند گروه مشاوران جوان با جانشینی حمید رضا علیان، سایه بذرپاش را بر سرخود حس می کرد، با انتصاب وی در گروه خودروسازی پارس خودرو و پس از آن سایپا، سیل انتقال گروه به مجموعه های صنعتی و اقتصادی کلید خورد...سمیه رفیعی؛ رییس حوزه مشاوران جوان سازمان حفاظت از محیط زیست، احمد یوسفی، رییس حوزه مشاوران جوان وزارت راه و ترابری، عبدالله سلطانی، رئیس گروه مشاوران جوان وزارت تعاون و جواد جمالی، رییس حوزه مشاوران جوان سازمان میراث فرهنگی و گردشگری نیز با پشتیبانی مهرداد بذرپاش، اقدام به ...,سیاسی,102316
تيم فوتبال آمريکا تحت تدابير شديد امنيتي وارد آفریقای جنوبی شد,تيم ملي آمريکا در گروه سه قرار دارد و نخستين بازي خود را در 12 ژوئن (22 خرداد) در استاديوم راستنرگ با تيم ملي انگليس انجام خواهد داد که اين اولين و سخت ترين بازي اين تيم خواهد بود.,ورزشی,102317
ناراحتی و سردرگرمی در اردوی تکواندو,وي با ابراز ناراحتي از ايجاد سردرگمي در سفر تيم نوجوانان به اتريش ادامه داد: پس از اينکه تمرين تعطيل شد، مسوولان فدراسيون به ما اطلاع دادند که کار اعزام درست شده، به همين خاطر بار ديگر ملي پوشان را از شهرستان به تهران فراخوانديم.,ورزشی,102318
منفورترین های جام جهانی 2010,دیه گو مارادونا که مجموعه ای از بهترین بازیکنان از جمله لیونل مسی، کارلوس ته وز، میلیتو، آگوئرو، ماسکرانو و هیگواین را در اختیار دارد، به عنوان نفرت انگیزترین مربی حال حاضر رقابت ها انتخاب شده است.,ورزشی,102319
مردان محوطه جريمه,پله(برزيل)- 12گل(1958، 1962، 1966 و 1970): او از 17 سالگي وارد جام جهاني شد و در فينال 2 گل برابر سوئد به ثمر رساند. او بخش زيادي از جام 62 را به دليل مصدوميت از دست داد و 4 سال بعد از سوي مدافعان حريفان به شدت مهار شد اما در سال 1970 بازهم درخشيد تا برزيل يك بار ديگر جام قهرماني را تصاحب كند.,ورزشی,102321
کوچ ستاره ها در سکوت سرخابی‏ها,استیل آذین بی شک بهترین تیم فصل نقل و انتقالات بوده است. این تیم تا این لحظه سوشا مکانی، میلاد زنیدپور، حسن اشجاری، حسین کاظمی و سیاوش اکبرپور را جذب کرده است و یک جالی خالی هم برای ستاره ای دیگر از لیگ برتر خالی گذاشته است. مسئولان باشگاه استیل آذین این روزها چشم به ستاره های فوتبال ایران که تا فصل گذشته در خارج از کشور بازی می کردند، دارند.,ورزشی,102322
تصاویر: مادران فراموش شده,خبرگزاری ایلنا ـ روز مادر يعنی بهانه اي براي بوسيدن دستهاي خسته که عمری به پای بالين تو چروک برداشتند، روز مادر يعنی بهانه اي براي در آغوش کشيدن او که نوازشگر همه سالهای دلتنگی تو بوده، روز مادر يعنی باز هم بهانه مادر گرفتن...,فرهنگی,102329
واعظ آشتیانی می‏ماند، استقلال می‏ماندم,من صحبت‏های اولیه را با باشگاه استیل آذین انجام داده ام اما هنوز هیچ توافقی حاصل نشده، با این حال نمی دانم چطور برخی روزنامه ها از حضور قطعی من در این تیم صحبت می کنند.,ورزشی,102332
مسيرهای متفاوت ميليتو و مارادونا,مارادونا به عنوان يك بازيكن، آرژانتين را يك تنه به قهرماني در جام جهاني 1986 رساند و 4 سال بعد از آن هم به نايب قهرماني اين پيكارها رهنمون شد،  اما وقايع يك سال و 8 ماه مربيگري وي در اين تيم نشان مي دهد او هوش و مهارت كافي را در حرفه مربيگري ندارد. در مرحله انتخابي جام جهاني نوزدهم آرژانتين باخت هاي بسيار بدي داشت و نه تنها هر دوي بازي رفت و برگشت خود با برزيل را به اين رقيب سنتي واگذار كرد بلكه شش گل از بوليوي خورد و به پاراگوئه و اكوادور هم باخت و سياست جايگزيني الفيو باسيله با مارادونا در اواسط راه مسابقات انتخابي، اقدامي مشعشع و بسيار غير عقلايي نشان داد.,ورزشی,102333
سه بازیکن دیگر رسما به پرسپوليس پيوستند,"خريد امروز پرسپوليسي ها به اين دو بازيکن منتهي نشد و ""محمد نوري"" هافبک سابق تيم صباي قم نيز امروز با حضور در باشگاه پرسپوليس قراردادي دو ساله با اين تيم امضا کرد. اين بازيکن پس از نهايي کردن قراردادش در هيئت فوتبال استان تهران، توانست شماره 14 پرسپوليس را از آن خود کند تا در فصل بعد، با اين شماره براي سرخ پوشان پايتخت به ميدان برود.",ورزشی,102334
"مدیرعامل باشگاه راه آهن، باشگاه‏های صنعتی را به ""سندسازی"" متهم کرد",اگر واقعا قصد چنین کاری بود باید می آمدند و بودجه باشگاه صنعتی را کاهش می دادند! وقتی شما 16 میلیارد در حسابت داری به یک بازیکن 900 میلیون هم می دهی! اما وقتی فقط 8 میلیارد بودجه ات باشد دیگر نمی توانی از این خرجها بکنی! اگر واقعا چنین بحثی مدنظر بود باید بودجه تیمهای صنعتی را با بودجه تیمهای دیگر برابر می کردند، نه اینکه یک قانون ناکارآمد و غیرقابل باور را پیش روی باشگاهها قرار می دادند!,ورزشی,102335
تهران و كيش ميزبان جام تنیس فيوچرز,تيم ملي ايران كه خود را براي حضور در گروه دوم جام ديويس آسيا و اقيانوسيه آماده مي كند با شركت در مسابقات بين المللي فيوچرز مي تواند جهت آماده سازي بيشتر خود اقدام كند.,ورزشی,102336
جایشان در جام جهانی خالی بود,فرانسه نتوانست به جام جهانی 1994 آمریکا صعود کند. خروس ها که در آن سال از وجود ستاره هایی همچون ژان پیر پاپن، دیوید ژینولا، اریک کانتونا، دیدیه دشان و مارسل دسایی بهره می بردند از 2 بازی پایانی خود مقابل رژيم صهيونيستي و بلغارستان تنها به یک امتیاز احتیاج داشتند اما هر 2 بازی را به حریفان خود واگذار کردند تا بعد از سوئد و بلغارستان در جایگاه سوم قرار بگیرند و از صعود به جمع 24 تیم نهایی جام جهانی 1994 آمریکا باز بمانند.,ورزشی,102337
سفیر ترکیه مفتخر از حضور در پرسپولیس,اين اولين ديدار من از باشگاه پرسپوليس بود. در اين ديدار ملاقاتي نيز با مديريت اين تيم داشتم كه بيشتر جنبه آشنايي ميان طرفين و آگاهي از ديدگاه هاي يكديگر در جهت برقراري زمينه هاي همكاري هاي ورزشي و به خصوص فوتبال بود.,ورزشی,102338
جمهوری آذربایجان در دو راهی استانبول ـ تل آویو,حسن گلی*,سیاسی,102339
استعفانامه حسین شمس به کفاشیان رسید و پذیرفته شد؛ فوتسال ایران هم هوا شد!,شمس پس از قبول مسئولیت تیم ملی فوتسال ایران با بهره گیری از حمایت و پشتیانی کمیته فوتسال فدراسیون فوتبال چهره این تیم را در جوان کرد و ضمن دستیابی به سه عنوان قهرمانی در آسیا، راهیابی به مرحله دوم مسابقات جام جهانی 2008 برزیل و کسب نتایج درخشان در این مسابقات، فوتسال ایران را تا رده چهارم رنکینگ جهان ارتقا داد.,ورزشی,102340
بعید می دانم رایکارد و کریمی دیدار کرده باشند,ببینید در دنیای حرفه ای روزی که می آیی باید برای رفتن آماده باشی! این مسائل فقط در ایران وجود دارد که می گویند باید رخصت می گرفتند یا چیزهایی شبیه به این! من حرفه ای هستم و این نوع روابط را نمی پسندم، ضمن اینکه خود علی (پروین) در روز پیش با من تماس گرفت. حال و احوال کردیم و به وی حضورش در استیل آذین را تبریک گفتم. حقیقتش را بخواهید حتی اطلاع هم نداشتم، چرا که به دلیل بیماری دخترم که در بیمارستان بستری است به دوبی آمدم و همان روزها تقریبا صحبت کردیم که کار جور دیگری جلو برود.,ورزشی,102341
سرمربي 4ساله آینده وستهام مشخص شد,اين مربي 55 ساله كه از 2007 الي 2008 زمام امور تيم چلسي را برعهده داشت، جانشين جيان فرانكو زولا ايتاليايي شد.,ورزشی,102346
حسین شمس: جانم را برداشتم و فرار کردم!,وی با بیان اینکه تنها 25 درصد از رقم قرارداد خود با فدراسیون فوتبال را دریافت کرده است افزود: هنوز با من تسویه حساب نشده و پول پاداشم را نیز پرداخت نکرده اند. اگر هم پولم را ندهند، مهم نیست. من فقط با افرادی کار می کنم که صداقت داشته باشند.,ورزشی,102347
از نامه مدیران سابق استقلال به سعیدلو تا خبرهای خوش منتشرنشده زریبافان,رييس سابق مجمع باشگاه استقلال تهران تصريح کرد: در آينده اي نزديک با مرتفع شدن مشکلات باشگاه، نگراني هواداران نسبت به آينده تيم محبوب خود نيز برطرف خواهد شد.,ورزشی,102350
300 هزارتومان، اجاره 8 هکتار زمین اسب‏سواری مرد خودروساز!,الان یک بهره برداری در مجموعه ورزشی آزادی در پروژه‏ای مشابه 4 میلیارد تومان سرمایه گذاری کرده و سالیانه 500 میلیون تومان نیز اجاره می‏دهد و بعد از 10 سال نیز باید بدون دریافت یک ریال از دولت مجموعه را تحویل دولت بدهد و برود، آن وقت جای دیگر قراردادی که زیر یک میلیارد در آن سرمایه گذاری شده، سالی 4 الی 5 میلیون تومان اجاره می‏دهد و بعد از سی سال نیز قرار است رقمی سنیگن برای تحویل مجموعه به دولت، به بخش خصوصی پرداخت شود و این خود نشان می‏دهد وضعیت قرارداد به چه شکل است!,ورزشی,102351
وزیر اطلاعات ابعاد جنگ نرم دشمن را تشریح كرد,وی در بیان دلایل این تغییر راهبرد به پرهزینه بودن رویکرد نظامی در مقابل هزینه اندک رویکرد نرم اشاره کرد و گفت: رویکرد سخت در اذهان مردم کشور هدف، ایجاد تنفر می کند و به سرعت در مقام قضاوت افکار عمومی قرار می گیرد اما رویکرد نرم نامحسوس است و در اذهان ایجاد تنفر نمی کند.,اجتماعی,102358
سناریوی آرش سوزی کلید خورد؟,در مجموع مصاحبه های مطرح شده از طرف فدراسیون و سرمربی تیم ملی یک نکته ظریف از نظرها دور مانده است و اینکه ظاهرا فراموش کرده اند که کمیته فنی فدراسیون و کادر فنی به همراه مجموع رسانه ها و کارشناسان به دلیل احساس نیاز تیم ملی و اینکه در مقابل دیدگان هزاران علاقمند جودو،  تیم ملی در تونس تار و مار شد و برای احیای تیم ملی از میراسماعیلی دعوت به حضور در تیم ملی و تمرینات این تیم شده است.,ورزشی,102360
پناهيان: گشت ارشاد صداوسیما و آموزش و پرورش را اصلاح کند,*گشت ارشاد قبل از اينكه بيايد سراغ دختران و پسران در جامعه بايد راهش را كج كند و برود صدا و سيما و آموزش و پرورش را اصلاح كند.,فرهنگی,102363
تصویر: «مصطفی»  فرزند ناطق نوری,در روز های گذشته مصطفی ناطق نوری، فرزند حجت الاسلام و المسملین علی اکبر ناطق نوری سکوت خود را در برابر اتهامات وارد شده به خانواده ناطق نوری شکست.پایگاه خبری سفیر دو عکس از فرزند ناطق نوری را به همین مناسبت منتشر کرد.,سیاسی,102367
عسگراولادی: احمدی نژاد فقط به احزاب کرمان گفت دخالت نکنند,وی در ادامه در خصوص اظهارات اخیر رئیس جمهوری مبنی بر اینکه احزاب حق دخالت در امور کشور را ندارد به خبرنگار مهر پاسخ داد: این اظهار نظر احمدی نژاد تنها مربوط به استان کرمان بود.,سیاسی,102368
ایران خواستار شد؛ عمل به 8 پیشنهاد,نماینده کشورمان در سازمان ملل سپس هشت پیشنهاد مشخصی را ارائه کرد از جمله این پیشنهادات رفع سریع و کامل حصر غزه و بازگشایی کلیه گذرگاه ها جهت تسهیل در ارسال کمک های بشردوستانه از هر طریق ممکن از جمله استمرار اعزام کشتی های امداد رسانی به مردم تحت محاصره غزه است. همچنین از سازمان های امدادرسان بین المللی از جمله صلیب سرخ جهانی خواسته شد که در ارائه این کمک ها از هرگونه تلاشی دریغ نورزند.,سیاسی,102370
اعلام عمومی اسامی مفسدان اقتصادی,وی همچنین با بیان اینکه اسامی محکومان مفسدان اقتصادی در سایت اینترنتی قوه قضائیه اعلام عمومی می شود، افزود: اسامی این مفسدان که تعدادشان کم نبوده و میزان محکومیت آنها نیز اغلب بالاست به طور مرتب اعلام عمومی می شود اما رسانه ها اکثراً دنبال اسامی چهره های شاخص و شناخته شده هستند تا آنها را تیتر یک رسانه های خود کنند.,اقتصادی,102371
کاهش 12 درصدی تردد در محورهای خروجی تهران,براساس این آمار تردد وسایل نقلیه در محورهای خروجی تهران در شبانه روز گذشته 12 درصد کاهش داشته است.,اجتماعی,102372
قاچاق پیاز زعفران ایران به افغانستان !,متاسفانه در سال هاي گذشته طلاي سرخ ايران شاهد فراز و نشيب هاي بسياري بوده که قاچاق پياز زعفران به کشوري نظير افغانستان از جمله مهمترين مسايل پيش روي آن به حساب مي آيد، زيرا افغانستان كشوري است که دنياي غرب براي به زمين زدن ايران از همه راه ها از آن حمايت مي کند و اين مسئله مي تواند براي بازار زعفران ايران خطرناک و گران تمام شود.,اقتصادی,102374
نخست وزير ژاپن انتخاب شد,كان كه ششمين نخست وزير ژاپن در طول چهار سال است، اظهار داشت: براي مقابله با مشكلات سياسي و برگزاري انتخابات مجلس عليا در كنار يكديگر و به طور واحد تلاش مي كنيم.,سیاسی,102375
سخنرانی نوه امام راحل (ره) ناتمام ماند,در ميان سخنراني سيد حسن خميني شعارهاي «مرگ برمنافق»، «مرگ بر ضد ولايت فقيه»،« ما اهل كوفه نيستيم علي تنها بماند» و... سر مي داده مي شد  كه وي چندبار درخواست كرد كه به وي اجازه داده شود بتواند سخنراني اش را ادامه دهد/ وي هم چنين خطاب به مردم گفت: اميدوارم عزاداري تان مقبول باشد، قطعا در اين صحن كساني هستند كه از گروه اندكي كه شلوغ مي كنند بيزارند و مردم از علاقمندان و دلبستگان به امام(ره)هستند.,سیاسی,102377
امام به ما آموخت كه ما مي توانيم/ استكبار در سراشيبي سقوط است,امام(ره) آمد، قدرت وعظمت انسان و جايگاه انسان را احيا كرد و ملت عزيز ايران و فرزندان برومند اين ملت در سايه خودباوري در برابر سنگين ترين هجمه ها و فتنه ها به خصوص در دوران دفاع مقدس ايستادند و خم به ابرو نياوردند و اكنون نيز فرزندان اين ملت با همان نگاه و دلبستگي به ولايت و دنبال كردن همان راه تمام قله هاي علم و سياست را يكي پس از ديگري فتح خواهند كرد. امام(ره) به ما آموخت كه ما مي توانيم.,سیاسی,102379
اقدام نکته دار رهبر انقلاب پس از سخنرانی نوه امام(ره) + تصویر,سیدحسین خمینی که از میانه سخنان اش ، روی صحبت خود را جمع شعاردهندگان قرار داده و به شعارهای ایشان پاسخ می داد، سرانجام سخنرانی اش را نیمه کاره رها کرد.,سیاسی,102380
فیلم: افتتاح هتل زباله ای,در ساخت این هتل، بیش از 12 هزار کیلوگرم زباله به کار رفته، و این مقدار، برابر با میانگین زباله های ریخته شده در 3 کیلومتر مربع از هر یک از سواحل اروپایی در هر سال است.,اجتماعی,102381
زندگی در محفظه فلزی ، بلیت سفر به مریخ,دانشمندان معتقدند، این تحقییق به آنها کمک می کند تا دریابند چگونه انسان از عهده سفر طولانی به جهان دیگر برمی آید.,اجتماعی,102382
"""مباد بار دگر دشنه از قفا آید !!""",علیرضا مخبر دزفولی,سیاسی,102385
امریکا در کشتار اول شد,چهل کشور از فن آوری هواپیماهای بدون سرنشین در جهان استفاده می کنند که در این میان برخی از هواپیماهای بدون سرنشین قابلیت حمل موشک را هم دارند.,اجتماعی,102386
جدول کامل پخش زنده مسابقات فوتبال جام جهانی 2010 از شبکه سوم سیما,برنامه پخش زنده این مسابقات از روز جمعه 21 خردادماه با به تصویر کشیدن دیدار آفریقای جنوبی - مکزیک (دیدار افتتاحیه نوزدهمین دوره رقابت های جام جهانی) آغاز خواهد شد و تا روز یکشنبه 20 تیرماه با پخش دیدار فینال به پایان می رسد.,ورزشی,102394
قطع سخنان سیدحسن خمینی نشانه چیست؟,اگر آنها واقعاً دوستدار امام بودند ، حتماً این یک روز را به احترام امام ، وزانت و وقار به خرج می دادند تا آیین این روز ، بدون حاشیه و هیاهو به انجام برسد ،اما به نظر می رسد ، فعلاً سیاست بازی بر همه چیز مقدم است.,سیاسی,102395
تدوين اساسنامه سازمان غذا و دارو,هدف از تشکيل سازمان غذا و دارو ارتقاي سلامت، بهداشت و ايمني مواد و فرآورده هاي غذايي ، آشاميدني ، آرايشي و بهداشتي ، تأمين دارو ، تجهيزات و اقلام پزشکي و ارتقاي کيفيت دارو است.,اجتماعی,102397
بهترین شاخص ها امام و خط امام(ره) است,نبايد براي اينكه مخالفان امام(ره) به خط امام(ره) علاقه مند شوند، بعضي مواضع صريح ايشان را پنهان و يا كم رنگ كنيم/ نمي شود كسي با مخالفان انقلاب، اسرائيل و آمريكا در يك جبهه باشد، در روز قدس و عاشورا آن فضاحت را به بار آورد و خود را پيرو امام بداند.,سیاسی,102399
بکهام در تماس با والکات: سرت را بالا بگیر,بکهام که با توجه به حضور در جام های جهانی 1998 فرانسه، 2002 کره جنوبی - ژاپن و 2006 آلمان چندی پیش به دلیل مصدومیت نوزدهمین دوره جام جهانی را از دست داد، از والکات خواست به خاطر حضور نیافتن در آفریقای جنوبی ناراحت و ناامید نباشد.,ورزشی,102400
قرارداد بازیکن ترک بايرن مونیخ تمديد شد,اين بازيكن 29 ساله كه تا ابتداي تابستان سال جاري با قهرمان حال حاضر بوندس ليگا قرارداد داشت، روز گذشته قراردادي جديد تا تابستان سال آينده امضا كرد.,ورزشی,102401
بنای 300 میلیونی در پایتخت و چند سوال,"به گزارش ""تابناک""، عاقبت پس از چندين ماه چشم انتظاري ساکنان منطقه جنت آباد در غرب تهران، در سال جديد، حصار آبي رنگ ميدان چهار باغ جنت برچيده شد و حاصل ماه ها زحمت مسئولان و دست اندركاران ساخت اين ميدان در معرض ديد شهروندان تهراني قرار گرفت.",فرهنگی,102406
فيفا: مهاجم كره بايد درون دروازه بايستد!,كره شمالي در جام جهاني 1966 شيلي را با تساوي يك بر يك متوقف كرد و انگليس را با يك گل شكست داد و در مرحله نيمه نهايي در حالي كه با 3 گل از تيم پرتغال پيش بود در انتها با نتيجه 5 بر 3 بازي را واگذار كرد. اوزه بيو چهار گل در اين ديدار به ثمر رساند.,ورزشی,102409
پيروزي تیم اسپانيا و آلمان و شكست ايتاليا,در اين جدال آفريقايي ها كه توسط كارلوس آلبرتو پريرا هدايت و رهبري مي شوند، محكي دشوار را برابر دانمارك پيش روي خواهند داشت و مشخص خواهد شد نتيجه تمرينات اخير چه بوده است.,ورزشی,102410
واکنش رضايي، فشنگچی و نوری به حضور در میان پرسپولیسی‏ها,رضایی همچنين درباره علي دايي خاطرنشان کرد: در تيم ملي هم با تفکرات دايي آشنايي کاملي داشتم و مي دانم هدف او قهرماني در سه جام است، من هم با آگاهي از اين هدف به پرسپوليس آمدم.,ورزشی,102411
نتايج يك شبيه سازي نشان داد: اسپانيا با شكست برزيل قهرمان جام جهاني مي شود!,پريور درباره ميزان سليقه اي بودن اين برنامه گفت: با توجه به اين كه داده ها از نقاط مختلف دنيا جمع آوري شده اند فكر مي كنم تا حد زيادي به واقعيت نزديك باشد.,ورزشی,102412
خط و نشان برای مقامات عربستان با دستگیری زن شماره 1 القاعده,"""ابوسفیان"" از ورود القاعده به فاز جنگ تن به تن در عربستان نیز خبر داده و افزوده: تمامی مردم شبه جزیره را نیروهای خود می دانیم اما مقامات سیاسی ، وزراء و افسرانی که یکسره در حال جمع آوری اموال هستند، را جزء مردم نمی دانیم و آنها را برای غارت بیت المال دستگیر و محاکمه خواهیم کرد.",سیاسی,102413
از تساوی مهم برابر اسکاتلند تا گل مهدوی کیا,ایران که برای نخستین بار به جام جهانی رسیده بود، روز 7 ژوئن دوبار در کوردوبا گل زد. اولی را آندرانیک اسکندریان در دقیقه 43 وارد دروازه حجازی (گل به خودی) کرد و دومی را ایرج دانایی فرد در دقیقه 60 بازی را زد تا بازی به تساوی کشیده شود. این تنها امتیاز تنها نماینده آسیا در جام جهانی 1978 بود که در ته جدول گروه چهار ایستاد، اما همین تساوی برای طرفداران فوتبال ایران و آسیا آنقدر مهم بود که سال های سال به آن ببالند.,ورزشی,102418
اوباما: شرایط کنونی به نفع اسرائیل نیست,در همین حال، خبرگزاری های بین المللی نیز از لوکزامبورگ خبر می دهند که روز پنجشنبه، بیانیه مشترکی از سوی اتحادیه اروپایی و ایالات متحده آمریکا منتشر شده که در آن، به حمایت از همه ادیان الهی تأکید و از پیروان ادیان خواسته شده، تنها به صلح بیندیشند...اراک اوباما در ادامه سخنان خود گفت: محاصره غزه بسیاری از فرصت های شغلی را از فلسطینی ها گرفته است!,سیاسی,102419
چه کسی و با چه هدفی از احمدی نژاد برای سخنرانی امروز دعوت کرد؟,به هر حال، آقایان محمدعلی انصاری به نمایندگی از دفتر نشر آثار امام و مصطفی محمد نجار به نمایندگی از سوی رییس جمهور در جلساتی در این باره، با هم مذاکره کرده و پس از مجادلات فراوان به این نتیجه می رسند که نخست، آقای احمدی نژاد و سپس آقای سیدحسن خمینی، پیش از خطبه های رهبر معظم انقلاب، پشت تریبون رفته و سخنرانی کنند...,سیاسی,102420
توضیحاتی درباره مصدومیت و بسته شدن درب های مترو,ربیعی گفت: با توجه به حضور میلیونی مردم اصلا درب های مترو قابل بستن نیست که مسئولین اقدام به بستن مترو بکنند و این افراد خبر ساز یا تاکنون مترو سوار نشده اند و یا اینکه مشغول خبر سازی هستند و حضور و انتقال این حجم عظیم مردم خود موید این مطلب است/برخی رسانه ها اعلام کرده اند که تعداد بسیاری از مردم به خاطر مترو مصدوم شده اند که این کذب محض است./امروز بیش از 400 هزار انتقال زائر داشتیم.,اجتماعی,102425
سرقت خودرو براي هديه به دوستان,با تشکيل پرونده مقدماتي و ارسال پرونده به دادسراي ناحيه يک تهران ( الهيه ) به دستور، داديار شعبه سوم دادسرا ، پرونده جهت رسيدگي تخصصي به پايگاه يکم پليس آگاهي تهران بزرگ ارجاع گرديد .,اجتماعی,102426
116 كشته در بی نظیرترین آتش سوزي بنگلادش,به گفته مقامات پليس، اين انفجار باعث شد يک انبار مواد شيميايي قابل اشتعال آتش بگيرد و شعله هاي آن به سرعت به دستکم شش ساختمان مسکوني و حدود پانزده مغازه در منطقه اي در بخش قديمي داکا گسترش يابد.,اجتماعی,102427
هواداران لیورپول پرچم آمریکا را آتش زدند,رافائل بنیتز سرمربی تیم فوتبال لیورپول پس از کسب نتایج ضعیف در لیگ برترانگلیس، روزپنجشنبه به طورتوافقی از این باشگاه جدا شد.,ورزشی,102429
